"Time","reducirimagen-755894457-22b8b","reducirimagen-755894457-22l4p","reducirimagen-755894457-2mcqr","reducirimagen-755894457-2rnfz","reducirimagen-755894457-44z8b","reducirimagen-755894457-48746","reducirimagen-755894457-49272","reducirimagen-755894457-4phxb","reducirimagen-755894457-4sflv","reducirimagen-755894457-4tdct","reducirimagen-755894457-4v77p","reducirimagen-755894457-4wbdm","reducirimagen-755894457-4wl9c","reducirimagen-755894457-4z5zg","reducirimagen-755894457-54z9n","reducirimagen-755894457-5bkht","reducirimagen-755894457-5hxl2","reducirimagen-755894457-5l898","reducirimagen-755894457-5vd9b","reducirimagen-755894457-62h7j","reducirimagen-755894457-649pt","reducirimagen-755894457-6748j","reducirimagen-755894457-6fr4x","reducirimagen-755894457-6nwlz","reducirimagen-755894457-6rl2z","reducirimagen-755894457-767cn","reducirimagen-755894457-792tb","reducirimagen-755894457-7946m","reducirimagen-755894457-79vz2","reducirimagen-755894457-7ff68","reducirimagen-755894457-7h5m6","reducirimagen-755894457-7hkpx","reducirimagen-755894457-8c74r","reducirimagen-755894457-8hth4","reducirimagen-755894457-8sm9r","reducirimagen-755894457-8xnmn","reducirimagen-755894457-9dfsn","reducirimagen-755894457-9dmls","reducirimagen-755894457-9lnz9","reducirimagen-755894457-b26tq","reducirimagen-755894457-b7pw5","reducirimagen-755894457-c9v2m","reducirimagen-755894457-cnhmn","reducirimagen-755894457-cqffh","reducirimagen-755894457-cvn7b","reducirimagen-755894457-czrmh","reducirimagen-755894457-czxms","reducirimagen-755894457-dxprv","reducirimagen-755894457-f4j6n","reducirimagen-755894457-fd7qh","reducirimagen-755894457-fgkf2","reducirimagen-755894457-fjhz5","reducirimagen-755894457-fl9gc","reducirimagen-755894457-flktn","reducirimagen-755894457-flnmw","reducirimagen-755894457-flvxg","reducirimagen-755894457-fmqq6","reducirimagen-755894457-fqlfq","reducirimagen-755894457-ftrqg","reducirimagen-755894457-ftx9d","reducirimagen-755894457-fx99t","reducirimagen-755894457-fzgvn","reducirimagen-755894457-gdcx8","reducirimagen-755894457-gdm8k","reducirimagen-755894457-gpvnc","reducirimagen-755894457-gqpfd","reducirimagen-755894457-h4qk2","reducirimagen-755894457-h595r","reducirimagen-755894457-hcf62","reducirimagen-755894457-hctdp","reducirimagen-755894457-hgxdd","reducirimagen-755894457-hp9qb","reducirimagen-755894457-hrpt7","reducirimagen-755894457-j449d","reducirimagen-755894457-j68hx","reducirimagen-755894457-j6djd","reducirimagen-755894457-jc8r7","reducirimagen-755894457-jg8ch","reducirimagen-755894457-jgxtp","reducirimagen-755894457-jzf8x","reducirimagen-755894457-jzwgw","reducirimagen-755894457-k8bvs","reducirimagen-755894457-k9v7l","reducirimagen-755894457-kd57s","reducirimagen-755894457-kd5q9","reducirimagen-755894457-kfwhk","reducirimagen-755894457-l6mmx","reducirimagen-755894457-l7mvr","reducirimagen-755894457-lffd9","reducirimagen-755894457-lgjh6","reducirimagen-755894457-lj54z","reducirimagen-755894457-lkff9","reducirimagen-755894457-lkz6t","reducirimagen-755894457-lndwn","reducirimagen-755894457-lsqxg","reducirimagen-755894457-lzfdj","reducirimagen-755894457-m2wpw","reducirimagen-755894457-m8wx6","reducirimagen-755894457-mbh6z","reducirimagen-755894457-mbkwv","reducirimagen-755894457-mcrtx","reducirimagen-755894457-mdpnc","reducirimagen-755894457-mdqr4","reducirimagen-755894457-mlvc5","reducirimagen-755894457-mm96d","reducirimagen-755894457-mpfst","reducirimagen-755894457-mt98r","reducirimagen-755894457-n5wjb","reducirimagen-755894457-n9s4k","reducirimagen-755894457-n9vzx","reducirimagen-755894457-nc5dc","reducirimagen-755894457-nsbm7","reducirimagen-755894457-nx8s6","reducirimagen-755894457-p98s9","reducirimagen-755894457-pdj2k","reducirimagen-755894457-pgdvx","reducirimagen-755894457-phb9n","reducirimagen-755894457-phf2w","reducirimagen-755894457-pptw4","reducirimagen-755894457-q522b","reducirimagen-755894457-q52dx","reducirimagen-755894457-q5zbz","reducirimagen-755894457-q694x","reducirimagen-755894457-qjv6d","reducirimagen-755894457-qvtfs","reducirimagen-755894457-r88dz","reducirimagen-755894457-r8ld4","reducirimagen-755894457-r9j84","reducirimagen-755894457-rdh4g","reducirimagen-755894457-rmp8v","reducirimagen-755894457-rwwqt","reducirimagen-755894457-s2gj9","reducirimagen-755894457-s876g","reducirimagen-755894457-s9fn8","reducirimagen-755894457-s9wm9","reducirimagen-755894457-sprd5","reducirimagen-755894457-sqpd9","reducirimagen-755894457-t46mf","reducirimagen-755894457-t68sp","reducirimagen-755894457-tbtjz","reducirimagen-755894457-tdv8w","reducirimagen-755894457-th9t6","reducirimagen-755894457-tnz2k","reducirimagen-755894457-tvwfl","reducirimagen-755894457-v592r","reducirimagen-755894457-v6gnn","reducirimagen-755894457-vc2v2","reducirimagen-755894457-vgg48","reducirimagen-755894457-vgx2s","reducirimagen-755894457-vktn8","reducirimagen-755894457-vmjbd","reducirimagen-755894457-vrzbt","reducirimagen-755894457-vt2lx","reducirimagen-755894457-vtsqc","reducirimagen-755894457-vz2lk","reducirimagen-755894457-w8nf8","reducirimagen-755894457-w9bqp","reducirimagen-755894457-w9vgc","reducirimagen-755894457-wcsmj","reducirimagen-755894457-wfp6n","reducirimagen-755894457-wg6ph","reducirimagen-755894457-wgtft","reducirimagen-755894457-wnq2g","reducirimagen-755894457-wp9kt","reducirimagen-755894457-x5dzn","reducirimagen-755894457-x77c2","reducirimagen-755894457-x9264","reducirimagen-755894457-xdhjv","reducirimagen-755894457-xllqr","reducirimagen-755894457-xnn7j","reducirimagen-755894457-xqkj7","reducirimagen-755894457-xscpm","reducirimagen-755894457-z4kpn","reducirimagen-755894457-zbcl5","reducirimagen-755894457-zdl48","reducirimagen-755894457-zlkqz","reducirimagen-755894457-zn74j"
2025-01-29 22:35:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,97.1 MB,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,123 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MB,,,,,,,,,,,119 MB,,,,,,,,257 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,97.1 MB,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MB,,,,,,,,,,,116 MB,91.7 MB,,,,,,,234 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:36:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,97.1 MB,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MB,,,,,,,,,,,117 MB,98.5 MB,,,,,,,233 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,97.1 MB,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MB,,,,,,,,,,,116 MB,98.5 MB,,,,,,,234 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:37:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 MB,,,,,,,,,,,116 MB,98.5 MB,,,,,,,236 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:38:00,,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116 MB,98.5 MB,,,,,,,237 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:38:30,,,,,,,,,,,,,,,,,,,,,134 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,116 MB,98.5 MB,,,,,,,238 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:39:00,,,,,,,,,,,,,,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103 MB,,,,,116 MB,98.5 MB,,,,,,,238 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:39:30,,,,,,,,,,,,,,,,,,,,,140 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,120 MB,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MB,,,,,116 MB,98.5 MB,,,,,,,238 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:40:00,,,,,,,,,,,,,,,,,,,,,145 MB,,,,,94.3 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,127 MB,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 MB,,,,,116 MB,98.5 MB,,,,,,,239 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:40:30,,,,,,,,,,,,,,,,,,,,,145 MB,,,,,96.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,116 MB,98.5 MB,,,,,,,239 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:41:00,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,96.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,116 MB,98.5 MB,,,,,,,240 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:41:30,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,96.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,136 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,116 MB,,,,,,,,242 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:42:00,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,96.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,,,,242 MB,,,,,,,,,,96.6 MB,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:42:30,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,96.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,,,,,,,,,,,,,87.7 MB,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,,,,242 MB,,,,,,,,,,108 MB,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:43:00,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,96.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,,,,,,,,,,,,,106 MB,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,,,,242 MB,,,,,,,,,,109 MB,,,,,,,,,0 B,,,,,,,,,,,,,
2025-01-29 22:43:30,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,96.1 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,,,,,,,,,,,,,102 MB,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,,,,242 MB,,,,,,,,,,112 MB,,,,,,,,,92.4 MB,,,,,,,,,,,,,
2025-01-29 22:44:00,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,96.1 MB,,,,,,,,,,,,,,,89.7 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,,,,242 MB,,,,,,,,,,112 MB,,,,,,,,,101 MB,,,,,,,,,,,,,
2025-01-29 22:44:30,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,96.1 MB,,,,,,,,,,,,,,,93.3 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,,,,241 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:45:00,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,96.1 MB,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,,,,241 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:45:30,,,,,,,,,,,,,,,,,,,,,146 MB,,,,,,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MB,,,,,,,,,,,,,,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,133 MB,,,,,,,,,,,,,242 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:46:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 B,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:46:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183 MB,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,,,166 MB,,,,,,,,,,,,,,243 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:47:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203 MB,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,169 MB,,177 MB,,,,,,,,,,,,,,239 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:48:00,,,,,0 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207 MB,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,239 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:48:30,,,,,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,235 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:49:00,,,,,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,104 MB,,,,,,,,,,,,,,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,237 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:49:30,,,,,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,239 MB,,,,,,,,,,112 MB,,,,,,,,,102 MB,,,,,,,,,,,,,
2025-01-29 22:50:00,,,,,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,,,,,,,,,,,0 B,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,239 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:50:30,,,,,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,,,,,,,,,,,125 MB,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,238 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:51:00,,,,,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3 MB,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,,,,,,,,,,,167 MB,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,238 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:51:30,,,,,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9 MB,,,,,,,,,,142 MB,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,,,,,,,,,,,179 MB,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,239 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:52:00,,,,0 B,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121 MB,,,,,,,,,,152 MB,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,238 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:52:30,,,,76.7 MB,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,238 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:53:00,,,,76.7 MB,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,240 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:53:30,,,,76.7 MB,168 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,176 MB,,192 MB,,,,,,,,,,,,,,244 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:54:00,,,,76.7 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,242 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:54:30,,,,76.7 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,242 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:55:00,,,,76.7 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,242 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:55:30,,,,76.7 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,242 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:56:00,,,,76.7 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,242 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:56:30,,,,76.7 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,242 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:57:00,,,,76.7 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,242 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:57:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 MB,,,,,,,,,,166 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 MB,,,,,,,,,,,,,,,,,,,,,,243 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 22:59:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245 MB,,,0 B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
