Time;;22ll8;272s9;27lw4;28zvk;29z2z;428kh;46xmb;486ll;48l2j;4cz5c;4qv8w;4snrh;558vk;5bzng;5ds9w;5hm9v;5kkq9;5nvq5;5p9fq;5r9l5;5s9c2;6df8c;6mvqv;6pwtk;75r9p;7hqvm;7jlmr;7kqlm;7l9cn;7ltbf;7xdzb;87d9p;87s2c;88zt4;8fk9t;8hgnj;8tx27;8zvhf;94568;96pqv;96w9n;9dbsm;9qrqk;b9qrg;bbdld;bbnnk;bdwvx;c72lw;c8ws2;cksxf;cppl6;crj2t;csbpb;d7s5n;dffbb;dfh79;dzpwp;f9h54;fc6xz;fjlmw;fl782;fncvm;fwprt;gw4n5;gzrgj;h4flp;hbw9w;hgskq;hjsbt;hxbkv;hz9pb;j6slb;jfzqr;jjkbg;jzwjz;k7l6c;k8v45;kg2dz;kht4z;kmjtv;kmr84;l2b46;l79mt;lg8vm;lkjmh;lkt9z;llxw4;lz54x;m698r;mlfxr;mq6jv;mt8ql;nb485;npt2d;pfqgw;q4l7j;q57lq;qgckn;ql6g9;r8h4w;rc668;rcn8d;rh2hn;rkqt2;s6hbz;sqvtr;tb7tc;tmdrq;twtmx;txv4d;v28tw;v5j4h;vh2p5;vnflw;vnfqz;vqtn6;vzn65;wzgd9;xcld4;xctl5;xfqkb;xt5x4;xz44z;z4k9b;z5bsj;zbh2v;zc69n;zcq5c;zxfvd;zxxdr;;
4:37:40;4:37:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43%;;;;;;;;;;;
4:38:00;4:38:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03%;;;;;;;;;;;
4:38:20;4:38:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.37%;;;;;;;;;;;
4:38:40;4:38:40;;;;;;;;;;;;;;;;0.78%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.10%;;;;;;;;;;;
4:39:00;4:39:00;;;;;;;;;;;;;;;;1.49%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.07%;;;;;;;;;;;
4:39:20;4:39:20;;;;;;;;;0.70%;;;;;;;0.98%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95%;;;;;;;;;;;
4:39:40;4:39:40;;;;;;;;;1.31%;;;;;;;1.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95%;;;;;;;;;;;
4:40:00;4:40:00;;;;;;;;;1.11%;;;;;;;0.95%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.83%;;;;;;;;;;;
4:40:20;4:40:20;;;;;;;;;0.90%;;;;;;;0.90%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.15%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.84%;;;;;;;;;;;
4:40:40;4:40:40;;;;;;;;;0.85%;;;;;;;0.79%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.10%;;;;;;;;;;;;;;;;;;;;;0.71%;;;;;;;;;;;;;;;;;;;;;;;;;;0.78%;;;;;;;;;;;
4:41:00;4:41:00;;;;;;;;;0.88%;;;;;;;0.80%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95%;;;;;;;;;;;;;;;;;;;;;0.93%;;;;;;;;;;;;;;;;;;;;;;;;;;0.84%;;;;;;;;;;;
4:41:20;4:41:20;;;;;;;;;0.64%;;;;;;;0.64%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.62%;;;;;;;;;;;;;;;;;;;;;1.12%;;;;;;;;;;;;;;;;;;;;;;;;;;0.57%;;;;;;;;;;;
4:41:40;4:41:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:42:00;4:42:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.14%;;;;;;;;;;;
4:42:20;4:42:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.61%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76%;;;;;;;;;;;
4:42:40;4:42:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.24%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.83%;;;;;;;;;;;
4:43:00;4:43:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.67%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.12%;;;;;0.61%;;;;;;;;;;;
4:43:20;4:43:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.72%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.85%;;;;;0.59%;;;;;;;;;;;
4:43:40;4:43:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.94%;;;;0.56%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.63%;;;;;0.45%;;;;;;;;;;;
4:44:00;4:44:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.79%;;;;0.53%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.63%;;;;;0.49%;;;;;;;;;;;
4:44:20;4:44:20;;;;;;;;;;;;0.88%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45%;;;;0.41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.41%;;;;;0.37%;;;;;;;;;;;
4:44:40;4:44:40;;;;;;;;;;;;0.76%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.56%;;;;0.41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43%;;;;;0.35%;;;;;;;;;;;
4:45:00;4:45:00;;;;;;;;;;;;0.05%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04%;;;;0.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02%;;;;;0.03%;;;;;;;;;;;
4:45:20;4:45:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13%;;;;;;;;;;;
4:45:40;4:45:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.48%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.06%;;;;;;;;;;;
4:46:00;4:46:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.11%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98%;;;;;;;;;;;
4:46:20;4:46:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.17%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27%;;;;;;;;;;;;;;1.05%;;;;;;;;;;;
4:46:40;4:46:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.10%;;;;;;;;;;;;;;1.00%;;;;;;;;;;;
4:47:00;4:47:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.83%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.34%;;;;;;;;;;;;;;0.94%;;;;;;;;;;;
4:47:20;4:47:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.11%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.91%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;;;;0.95%;;;;;;;;;;;
4:47:40;4:47:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.36%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.00%;;;;;;;;;;;;;;0.91%;;;;;;;;;;;
4:48:00;4:48:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.92%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99%;;;;;;;;;;;1.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70%;;;;;;;;;;;;;;0.80%;;;;;;;;;;;
4:48:20;4:48:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76%;;;;;;;;;;;0.77%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.74%;;;;;;;;;;;;;;0.63%;;;;;;;;;;;
4:48:40;4:48:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:49:00;4:49:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.80%;;;;;;;;;;;
4:49:20;4:49:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.78%;;;;;;;;;;;;;;;;;0.78%;;;;;;;;;;;
4:49:40;4:49:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.76%;;;;;;;;;;;;;;;;;0.58%;;;;;;;;;;;
4:50:00;4:50:00;;;0.56%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.59%;;;;;;;;;;;;;;;;;0.47%;;;;;;;;;;;
4:50:20;4:50:20;;;0.57%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.44%;;;;;;;;;;;;;;;;;0.39%;;;;;;;;;;;
4:50:40;4:50:40;;;0.39%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.51%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.40%;;;;;;;;;;;;;;;;;0.37%;;;;;;;;;;;
4:51:00;4:51:00;;;0.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.36%;;;;;;;;;;;;;;;;;0.28%;;;;;;;;;;;
4:51:20;4:51:20;;;0.35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.30%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.30%;;;;;;;;;;;;;;;;;0.23%;;;;;;;;;;;
4:51:40;4:51:40;;;0.25%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.20%;;;;;;;;;;;;;;;;;0.24%;;;;;;;;;;;
4:52:00;4:52:00;;;0.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04%;;;;;;;;;;;;;;;;;0.05%;;;;;;;;;;;
4:52:20;4:52:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.19%;;;;;;;;;;;
4:52:40;4:52:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:53:00;4:53:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.07%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
4:53:20;4:53:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.13%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
4:53:40;4:53:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93%;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
4:54:00;4:54:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.86%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.86%;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
4:54:20;4:54:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.85%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.09%;;;;;;;;;;;;;;0.98%;;;;;;;;;1.00%;;;;;;;;;;;
4:54:40;4:54:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.95%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96%;;;;;;;;;;;;;;1.06%;;;;;;;;;1.01%;;;;;;;;;;;
4:55:00;4:55:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.98%;;;;;;;1.05%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.83%;;;;;;;;;;;;;;1.09%;;;;;;;;;0.86%;;;;;;;;;;;
4:55:20;4:55:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81%;;;;;;;1.01%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.84%;;;;;;;;;;;;;;0.95%;;;;;;;;;0.86%;;;;;;;;;;;
4:55:40;4:55:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;0.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;;;;0.00%;;;;;;;;;0.00%;;;;;;;;;;;
4:56:00;4:56:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.44%;;;;;;;;;;;
4:56:20;4:56:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.47%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.89%;;;;;;;;;;;
4:56:40;4:56:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.65%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.52%;;;;;;;;;;;
4:57:00;4:57:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43%;;;;;;;;;;;;;;;;;;;;;;;;;0.61%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.47%;;;;;;;;;;;
4:57:20;4:57:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.40%;;;;;;;;;;;;;;;;;;;;;;;;;0.40%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.38%;;;;;;;;;;;
4:57:40;4:57:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.45%;;;;;;;;;;;;;;;;;;;;;;;;;0.43%;;;;;;0.41%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.31%;;;;;;;;;;;
4:58:00;4:58:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.36%;;;;;;;;;;;;;;;;;;;;;;;;;0.30%;;;;;;0.35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22%;;;;;;;;;;;
4:58:20;4:58:20;;;;;;;;;;;;;;;;;0.35%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35%;;;;;;;;;;;;;;;;;;;;;;;;;0.29%;;;;;;0.38%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.24%;;;;;;;;;;;
4:58:40;4:58:40;;;;;;;;;;;;;;;;;0.32%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.21%;;;;;;;;;;;;;;;;;;;;;;;;;0.23%;;;;;;0.22%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.23%;;;;;;;;;;;
4:59:00;4:59:00;;;;;;;;;;;;;;;;;0.19%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12%;;;;;;;;;;;;;;;;;;;;;;;;;0.15%;;;;;;0.05%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.10%;;;;;;;;;;;
4:59:20;4:59:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
4:59:40;4:59:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
5:00:00;5:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
5:00:20;5:00:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
5:00:40;5:00:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
5:01:00;5:01:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
5:01:20;5:01:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
5:01:40;5:01:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03%;;;;;;;;;;;
5:02:00;5:02:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
5:02:20;5:02:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04%;;;;;;;;;;;
5:02:40;5:02:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46%;;;;;;;;;;;
5:03:00;5:03:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06%;;;;;;;;;;;
5:03:20;5:03:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.81%;;;;;;;;;;;
5:03:40;5:03:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.13%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43%;;;;;;;;;;;
5:04:00;5:04:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
5:04:20;5:04:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.71%;;;;;;;;;;;
5:04:40;5:04:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.09%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.79%;;;;;;;;;;;
5:05:00;5:05:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.96%;;;;;;;;;;;
5:05:20;5:05:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.48%;;;;;;;;;;;
5:05:40;5:05:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00%;;;;;;;;;;;
